archivo,problema,gamma,semilla,min_fr,max_bl,tlimite,relleno_pct,vol_cargado,vol_contenedor,w_final,segundos
BR15.txt,10,2.00,1,98,10000,30.0,94.1289,28323039,30089620,17,30.00
BR15.txt,1,2.00,2,98,10000,30.0,94.0904,28311449,30089620,25,30.00
BR15.txt,2,2.00,2,98,10000,30.0,93.7237,28201106,30089620,25,30.00
BR15.txt,3,2.00,2,98,10000,30.0,93.5645,28153192,30089620,25,30.00
BR15.txt,4,2.00,2,98,10000,30.0,93.7909,28221338,30089620,25,30.00
BR15.txt,5,2.00,2,98,10000,30.0,93.8635,28243170,30089620,25,30.00
BR15.txt,6,2.00,2,98,10000,30.0,93.6822,28188617,30089620,17,30.00
BR15.txt,7,2.00,2,98,10000,30.0,94.6257,28472510,30089620,25,30.00
BR15.txt,8,2.00,2,98,10000,30.0,92.8107,27926376,30089620,25,30.00
BR15.txt,9,2.00,2,98,10000,30.0,93.8746,28246508,30089620,25,30.00
BR15.txt,10,2.00,2,98,10000,30.0,93.7331,28203920,30089620,17,30.00
BR15.txt,1,2.00,3,98,10000,30.0,94.2973,28373699,30089620,25,30.00
BR15.txt,2,2.00,3,98,10000,30.0,94.0570,28301381,30089620,25,30.00
BR15.txt,3,2.00,3,98,10000,30.0,92.7720,27914736,30089620,25,30.00
BR15.txt,4,2.00,3,98,10000,30.0,93.9643,28273504,30089620,25,30.00
BR15.txt,5,2.00,3,98,10000,30.0,93.6819,28188530,30089620,25,30.00
BR15.txt,6,2.00,3,98,10000,30.0,93.8554,28240720,30089620,17,30.00
BR15.txt,7,2.00,3,98,10000,30.0,93.7012,28194338,30089620,25,30.00
BR15.txt,8,2.00,3,98,10000,30.0,93.6208,28170131,30089620,25,30.00
BR15.txt,9,2.00,3,98,10000,30.0,94.0600,28302283,30089620,25,30.00
BR15.txt,10,2.00,3,98,10000,30.0,93.9843,28279508,30089620,17,30.00
